iso_code,continent,location,year,total_cases,total_deaths,total_vaccinations
NRU,Oceania,Nauru,2022,430775.0,91.0,102591.0
NZL,Oceania,New Zealand,2020,471402.0,6304.0,0.0
NZL,Oceania,New Zealand,2021,1597382.0,10980.0,965113741.0
NZL,Oceania,New Zealand,2022,261579518.0,234565.0,2924972619.0
OMN,Asia,Oman,2020,19053969.0,174416.0,16639.0
OMN,Asia,Oman,2021,86695930.0,1074435.0,85364885.0
OMN,Asia,Oman,2022,103861672.0,1196124.0,131757821.0
OWID_CYN,Asia,Northern Cyprus,2021,0.0,0.0,6088758.0
OWID_KOS,Europe,Kosovo,2020,3909040.0,118677.0,0.0
OWID_KOS,Europe,Kosovo,2021,42024107.0,838125.0,169837403.0
OWID_KOS,Europe,Kosovo,2022,63176407.0,853860.0,427851922.0
PAK,Asia,Pakistan,2020,66731120.0,1380284.0,0.0
PAK,Asia,Pakistan,2021,347955430.0,7759449.0,8962623297.0
PAK,Asia,Pakistan,2022,413044635.0,8247832.0,42940883880.0
PAN,North America,Panama,2020,22771266.0,451068.0,0.0
PAN,North America,Panama,2021,147752358.0,2376286.0,134627467.0
PAN,North America,Panama,2022,226046529.0,2234175.0,349276508.0
PCN,Oceania,Pitcairn,2021,0.0,0.0,348.0
PCN,Oceania,Pitcairn,2022,0.0,0.0,117.0
PER,South America,Peru,2020,144630823.0,15276634.0,0.0
PER,South America,Peru,2021,681004285.0,62714056.0,5557471600.0
PER,South America,Peru,2022,979019609.0,57879120.0,19202481959.0
PHL,Asia,Philippines,2020,53531833.0,1048249.0,0.0
PHL,Asia,Philippines,2021,579184355.0,9811505.0,5384617348.0
PHL,Asia,Philippines,2022,1002314107.0,16109820.0,7312560070.0
PLW,Oceania,Palau,2021,831.0,0.0,0.0
PLW,Oceania,Palau,2022,1144678.0,1367.0,0.0
PNG,Oceania,Papua New Guinea,2020,84526.0,964.0,0.0
PNG,Oceania,Papua New Guinea,2021,5856848.0,71657.0,3557065.0
PNG,Oceania,Papua New Guinea,2022,11661540.0,175836.0,14638126.0
POL,Europe,Poland,2020,69782612.0,1422334.0,92200.0
POL,Europe,Poland,2021,977813850.0,24394356.0,7144203771.0
POL,Europe,Poland,2022,1577876805.0,31037425.0,13393233265.0
PRI,North America,Puerto Rico,2020,0.0,0.0,0.0
PRI,North America,Puerto Rico,2021,0.0,0.0,0.0
PRI,North America,Puerto Rico,2022,0.0,0.0,0.0
PRK,Asia,North Korea,2020,0.0,0.0,0.0
PRK,Asia,North Korea,2021,0.0,0.0,0.0
PRK,Asia,North Korea,2022,140.0,840.0,0.0
PRT,Europe,Portugal,2020,28529260.0,615356.0,0.0
PRT,Europe,Portugal,2021,337364231.0,6070273.0,494565246.0
PRT,Europe,Portugal,2022,1152739807.0,6182257.0,885050573.0
PRY,South America,Paraguay,2020,8190491.0,169871.0,0.0
PRY,South America,Paraguay,2021,126733354.0,3904744.0,313005371.0
PRY,South America,Paraguay,2022,177019149.0,5093781.0,272264977.0
PSE,Asia,Palestine,2020,8753200.0,74921.0,0.0
PSE,Asia,Palestine,2021,115974691.0,1251129.0,173851609.0
PSE,Asia,Palestine,2022,175318783.0,1515402.0,66575038.0
PYF,Oceania,French Polynesia,2020,1022597.0,5220.0,0.0
PYF,Oceania,French Polynesia,2021,10291994.0,112245.0,7194595.0
PYF,Oceania,French Polynesia,2022,18819362.0,176237.0,8088837.0
QAT,Asia,Qatar,2020,26516402.0,41312.0,0.0
QAT,Asia,Qatar,2021,76672453.0,179203.0,900962458.0
QAT,Asia,Qatar,2022,102126237.0,183068.0,961322129.0
ROU,Europe,Romania,2020,41825855.0,1248293.0,21764.0
ROU,Europe,Romania,2021,420013098.0,12271936.0,2813004765.0
ROU,Europe,Romania,2022,770023681.0,17636229.0,2692191824.0
RUS,Europe,Russia,2020,294103774.0,4952659.0,80500.0
RUS,Europe,Russia,2021,2219583865.0,56152636.0,17910795481.0
RUS,Europe,Russia,2022,4638435198.0,98304367.0,24196081463.0
RWA,Africa,Rwanda,2020,835765.0,5360.0,0.0
RWA,Africa,Rwanda,2021,20135870.0,258925.0,120526706.0
RWA,Africa,Rwanda,2022,35473888.0,396897.0,446170273.0
SAU,Asia,Saudi Arabia,2020,64831531.0,869637.0,0.0
SAU,Asia,Saudi Arabia,2021,172538695.0,2813031.0,8161805399.0
SAU,Asia,Saudi Arabia,2022,206798855.0,2490360.0,3245641949.0
SDN,Africa,Sudan,2020,2985607.0,189498.0,0.0
SDN,Africa,Sudan,2021,13111843.0,931931.0,18100511.0
SDN,Africa,Sudan,2022,16658197.0,1261052.0,71263967.0
SEN,Africa,Senegal,2020,2803637.0,55512.0,0.0
SEN,Africa,Senegal,2021,19184452.0,484530.0,48781082.0
SEN,Africa,Senegal,2022,23467779.0,534940.0,18379971.0
SGP,Asia,Singapore,2020,12498642.0,6795.0,1177.0
SGP,Asia,Singapore,2021,37475763.0,59551.0,2063767804.0
SGP,Asia,Singapore,2022,328374490.0,353072.0,3813800729.0
SHN,Africa,Saint Helena,2020,286.0,0.0,0.0
SHN,Africa,Saint Helena,2021,1460.0,0.0,24233.0
SHN,Africa,Saint Helena,2022,15183.0,0.0,0.0
SLB,Oceania,Solomon Islands,2020,1072.0,0.0,0.0
SLB,Oceania,Solomon Islands,2021,7082.0,0.0,2010524.0
SLB,Oceania,Solomon Islands,2022,3974503.0,32758.0,9824958.0
SLE,Africa,Sierra Leone,2020,447581.0,15538.0,0.0
SLE,Africa,Sierra Leone,2021,1877846.0,36424.0,4806443.0
SLE,Africa,Sierra Leone,2022,2094876.0,34159.0,44215061.0
SLV,North America,El Salvador,2020,5411943.0,153112.0,0.0
SLV,North America,El Salvador,2021,30667134.0,946540.0,700803954.0
SLV,North America,El Salvador,2022,45202381.0,1120967.0,313077653.0
SMR,Europe,San Marino,2020,247490.0,12017.0,0.0
SMR,Europe,San Marino,2021,1805054.0,31332.0,3236047.0
SMR,Europe,San Marino,2022,4525428.0,31054.0,1041587.0
SOM,Africa,Somalia,2020,814629.0,23425.0,0.0
SOM,Africa,Somalia,2021,5471923.0,286410.0,18931100.0
SOM,Africa,Somalia,2022,7211941.0,370123.0,91397795.0
SPM,North America,Saint Pierre and Miquelon,2020,2070.0,0.0,0.0
SPM,North America,Saint Pierre and Miquelon,2021,12005.0,0.0,0.0
SPM,North America,Saint Pierre and Miquelon,2022,614817.0,242.0,0.0
SRB,Europe,Serbia,2020,15905285.0,206832.0,0.0
SRB,Europe,Serbia,2021,281481016.0,2636494.0,857453818.0
SRB,Europe,Serbia,2022,542125760.0,4271931.0,338119739.0
SSD,Africa,South Sudan,2020,562181.0,10492.0,0.0
SSD,Africa,South Sudan,2021,3744746.0,40998.0,3303148.0
SSD,Africa,South Sudan,2022,4740919.0,37584.0,27091428.0
STP,Africa,Sao Tome and Principe,2020,194089.0,3410.0,0.0
STP,Africa,Sao Tome and Principe,2021,935257.0,14116.0,2109071.0
STP,Africa,Sao Tome and Principe,2022,1620203.0,19826.0,2349795.0
SUR,South America,Suriname,2020,756366.0,15480.0,0.0
SUR,South America,Suriname,2021,9143956.0,205290.0,59525382.0
SUR,South America,Suriname,2022,21313352.0,364029.0,11976480.0
SVK,Europe,Slovakia,2020,10074031.0,66663.0,0.0
SVK,Europe,Slovakia,2021,283780748.0,4060746.0,164543417.0
SVK,Europe,Slovakia,2022,636156163.0,5310223.0,217299092.0
SVN,Europe,Slovenia,2020,5616737.0,118309.0,44418.0
SVN,Europe,Slovenia,2021,97489622.0,1585305.0,472422706.0
SVN,Europe,Slovenia,2022,263526043.0,1768128.0,514267260.0
SWE,Europe,Sweden,2020,29902941.0,1438568.0,0.0
SWE,Europe,Sweden,2021,359861832.0,5103122.0,421481365.0
SWE,Europe,Sweden,2022,656717039.0,5019898.0,868648747.0
SWZ,Africa,Eswatini,2020,931723.0,17607.0,0.0
SWZ,Africa,Eswatini,2021,10791149.0,312619.0,7878232.0
SWZ,Africa,Eswatini,2022,19436689.0,382102.0,11910178.0
SXM,North America,Sint Maarten (Dutch part),2021,0.0,0.0,1557764.0
SXM,North America,Sint Maarten (Dutch part),2022,0.0,0.0,858392.0
SYC,Africa,Seychelles,2020,27829.0,0.0,0.0
SYC,Africa,Seychelles,2021,4873905.0,23584.0,7338196.0
SYC,Africa,Seychelles,2022,11414977.0,44380.0,3054610.0
SYR,Asia,Syria,2020,840959.0,43439.0,0.0
SYR,Asia,Syria,2021,10115985.0,663243.0,13773735.0
SYR,Asia,Syria,2022,15066921.0,849883.0,106486388.0
TCA,North America,Turks and Caicos Islands,2020,99749.0,921.0,0.0
TCA,North America,Turks and Caicos Islands,2021,892741.0,6562.0,608286.0
TCA,North America,Turks and Caicos Islands,2022,1626786.0,9624.0,691812.0
TCD,Africa,Chad,2020,277903.0,19635.0,0.0
TCD,Africa,Chad,2021,1708527.0,59632.0,4349827.0
TCD,Africa,Chad,2022,1996146.0,52279.0,24927811.0
TGO,Africa,Togo,2020,381729.0,8764.0,0.0
TGO,Africa,Togo,2021,5912846.0,56718.0,27528316.0
TGO,Africa,Togo,2022,10146076.0,74694.0,32465832.0
THA,Asia,Thailand,2020,969708.0,15565.0,0.0
THA,Asia,Thailand,2021,279343869.0,2687780.0,9538409927.0
THA,Asia,Thailand,2022,1061496407.0,7608379.0,36008630139.0
TJK,Asia,Tajikistan,2020,1998970.0,16024.0,0.0
TJK,Asia,Tajikistan,2021,5577415.0,38942.0,101803685.0
TJK,Asia,Tajikistan,2022,4847116.0,34125.0,183239313.0
TKL,Oceania,Tokelau,2021,0.0,0.0,3857.0
TKL,Oceania,Tokelau,2022,0.0,0.0,5790.0
TKM,Asia,Turkmenistan,2021,0.0,0.0,51746.0
TKM,Asia,Turkmenistan,2022,0.0,0.0,7140000.0
TLS,Asia,Timor,2020,7030.0,0.0,0.0
TLS,Asia,Timor,2021,3539149.0,16971.0,17677942.0
TLS,Asia,Timor,2022,6135130.0,35643.0,48039056.0
TON,Oceania,Tonga,2021,64.0,0.0,1386345.0
TON,Oceania,Tonga,2022,2351390.0,2160.0,2247459.0
TTO,North America,Trinidad and Tobago,2020,696084.0,13090.0,0.0
TTO,North America,Trinidad and Tobago,2021,12331775.0,339736.0,183355093.0
TTO,North America,Trinidad and Tobago,2022,40820281.0,1042040.0,317215674.0
TUN,Africa,Tunisia,2020,7649583.0,225290.0,0.0
TUN,Africa,Tunisia,2021,171262402.0,5980789.0,1199593289.0
TUN,Africa,Tunisia,2022,281808386.0,7706995.0,1030424827.0
TUR,Asia,Turkey,2020,110780847.0,2063533.0,0.0
TUR,Asia,Turkey,2021,2014321615.0,18166329.0,21488786535.0
TUR,Asia,Turkey,2022,4000518321.0,26367256.0,36932247177.0
TUV,Oceania,Tuvalu,2021,0.0,0.0,51528.0
TUV,Oceania,Tuvalu,2022,1286.0,0.0,52550.0
TWN,Asia,Taiwan,2020,145202.0,1939.0,0.0
TWN,Asia,Taiwan,2021,3569553.0,166958.0,2814980332.0
TWN,Asia,Taiwan,2022,583218290.0,1134751.0,11551163478.0
TZA,Africa,Tanzania,2020,129240.0,5282.0,0.0
TZA,Africa,Tanzania,2021,2804832.0,74202.0,8334495.0
TZA,Africa,Tanzania,2022,9616889.0,222748.0,231355598.0
UGA,Africa,Uganda,2020,1970459.0,16752.0,0.0
UGA,Africa,Uganda,2021,29401986.0,614221.0,93459195.0
UGA,Africa,Uganda,2022,45028334.0,978712.0,508133409.0
UKR,Europe,Ukraine,2020,66908500.0,1240038.0,0.0
UKR,Europe,Ukraine,2021,838523713.0,19421018.0,2731413918.0
UKR,Europe,Ukraine,2022,1383015973.0,31105590.0,1540547039.0
URY,South America,Uruguay,2020,762054.0,12265.0,0.0
URY,South America,Uruguay,2021,98926667.0,1470792.0,1318528199.0
URY,South America,Uruguay,2022,237754317.0,1944841.0,2015302271.0
USA,North America,United States,2020,1729216843.0,46797664.0,41386258.0
USA,North America,United States,2021,13269503953.0,223481626.0,107844574288.0
USA,North America,United States,2022,22808566057.0,269200932.0,156973285463.0
UZB,Asia,Uzbekistan,2020,9683839.0,75614.0,0.0
UZB,Asia,Uzbekistan,2021,46375071.0,332793.0,2333589579.0
UZB,Asia,Uzbekistan,2022,64412792.0,442298.0,1189368185.0
VAT,Europe,Vatican,2020,4429.0,0.0,0.0
VAT,Europe,Vatican,2021,9855.0,0.0,0.0
VAT,Europe,Vatican,2022,7883.0,0.0,0.0
VCT,North America,Saint Vincent and the Grenadines,2020,14216.0,0.0,0.0
VCT,North America,Saint Vincent and the Grenadines,2021,979388.0,8665.0,2365259.0
VCT,North America,Saint Vincent and the Grenadines,2022,2344672.0,29176.0,3879106.0
VEN,South America,Venezuela,2020,12300226.0,106495.0,0.0
VEN,South America,Venezuela,2021,99533919.0,1141073.0,161236943.0
VEN,South America,Venezuela,2022,141524693.0,1549171.0,148036919.0
VGB,North America,British Virgin Islands,2020,10098.0,257.0,0.0
VGB,North America,British Virgin Islands,2021,494357.0,6274.0,741284.0
VGB,North America,British Virgin Islands,2022,1769240.0,16406.0,865661.0
VIR,North America,United States Virgin Islands,2020,0.0,0.0,0.0
VIR,North America,United States Virgin Islands,2021,0.0,0.0,0.0
VIR,North America,United States Virgin Islands,2022,0.0,0.0,0.0
VNM,Asia,Vietnam,2020,219337.0,4908.0,0.0
VNM,Asia,Vietnam,2021,135539309.0,2936699.0,8643129178.0
VNM,Asia,Vietnam,2022,2336310884.0,11360637.0,27996524667.0
VUT,Oceania,Vanuatu,2020,52.0,0.0,0.0
VUT,Oceania,Vanuatu,2021,1368.0,255.0,1474366.0
VUT,Oceania,Vanuatu,2022,1861846.0,2444.0,2630515.0
WLF,Oceania,Wallis and Futuna,2020,173.0,0.0,0.0
WLF,Oceania,Wallis and Futuna,2021,131090.0,1890.0,302321.0
WLF,Oceania,Wallis and Futuna,2022,144918.0,1911.0,128585.0
WSM,Oceania,Samoa,2020,79.0,0.0,0.0
WSM,Oceania,Samoa,2021,1050.0,0.0,3461534.0
WSM,Oceania,Samoa,2022,2392660.0,4502.0,5400292.0
YEM,Asia,Yemen,2020,382306.0,108944.0,0.0
YEM,Asia,Yemen,2021,2403947.0,480906.0,3769822.0
YEM,Asia,Yemen,2022,3182192.0,580194.0,16360202.0
ZAF,Africa,South Africa,2020,122796146.0,2968151.0,0.0
ZAF,Africa,South Africa,2021,795488057.0,24393223.0,2034561411.0
ZAF,Africa,South Africa,2022,1047733706.0,27274297.0,8180324147.0
ZMB,Africa,Zambia,2020,2433883.0,53042.0,0.0
ZMB,Africa,Zambia,2021,52593029.0,849928.0,79535727.0
ZMB,Africa,Zambia,2022,87088750.0,1084041.0,418154972.0
ZWE,Africa,Zimbabwe,2020,1336283.0,36683.0,0.0
ZWE,Africa,Zimbabwe,2021,30065437.0,1029500.0,896283082.0
ZWE,Africa,Zimbabwe,2022,67386946.0,1493757.0,2168729866.0
